City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,ghat,24.9647,10.1728,18.12,27,0,5.79,LY,1712965287
293,alaghsas,17.0187,8.0168,29.68,11,100,3.14,NE,1712964858
294,fort bragg,35.139,-79.006,14.14,83,100,9.77,US,1712964884
295,howrah,22.5892,88.3103,27.0,69,40,0.0,IN,1712964867
296,olonkinbyen,70.9221,-8.7187,-10.88,68,100,11.79,SJ,1712964864
297,san patricio,28.017,-97.5169,25.97,54,100,5.88,US,1712964875
298,udachny,66.4167,112.4,-23.64,90,44,1.99,RU,1712964864
299,xapuri,-10.6517,-68.5044,28.38,67,98,2.22,BR,1712965287
300,fort st. john,56.2499,-120.8529,8.94,34,75,12.35,CA,1712964870
301,aladag,37.5485,35.396,13.09,65,25,3.22,TR,1712965287
302,yakeshi,49.2833,120.7333,7.76,62,71,1.31,CN,1712965287
303,sabha,27.0377,14.4283,22.22,26,57,3.46,LY,1712965287
304,kone,-21.0595,164.8658,28.07,64,84,1.46,NC,1712964862
305,caleta de carquin,-11.0925,-77.6267,22.02,82,38,4.63,PE,1712965287
306,kambove,-10.8764,26.5969,16.62,98,82,2.7,CD,1712965287
307,alindao,5.0267,21.2088,22.61,85,100,2.33,CF,1712965287
308,salahonda,2.1019,-78.7217,27.84,79,80,4.09,CO,1712965287
309,kangding,30.0513,101.9603,10.65,76,3,4.18,CN,1712964891
310,teluknaga,-6.0989,106.6381,26.77,92,20,1.54,ID,1712965288
311,yelovo,57.0538,54.9207,6.47,92,97,4.79,RU,1712965288
312,freetown,8.484,-13.2299,27.84,69,4,7.2,SL,1712965226
313,argo,37.6333,22.7333,17.36,62,0,2.45,GR,1712964860
314,ixtapa,20.7,-105.2,26.57,65,75,3.09,MX,1712965288
315,ta`u,-14.2336,-169.5144,29.49,76,38,5.34,AS,1712965288
316,murzuq,25.9155,13.9184,21.09,28,0,4.17,LY,1712965288
317,holly springs,35.6513,-78.8336,17.14,60,70,2.24,US,1712965288
318,broken hill,-31.95,141.4333,16.06,45,23,4.74,AU,1712965288
319,mawlamyinegyunn,16.3833,95.2667,27.42,68,6,2.84,MM,1712964869
320,chernyshevskiy,63.0128,112.4714,-18.64,98,93,0.9,RU,1712965288
321,tambura,5.6,27.4667,22.97,77,85,1.38,SS,1712965288
322,nevel'sk,46.6733,141.8633,8.91,70,2,6.12,RU,1712965288
323,kapa'a,22.0752,-159.319,28.99,73,40,4.12,US,1712965288
324,anandnagar,27.1,83.2833,24.52,28,2,2.02,IN,1712965288
325,urengoy,65.9667,78.3667,-6.39,94,100,9.57,RU,1712965101
326,cabo san lucas,22.8909,-109.9124,27.01,60,40,5.66,MX,1712964689
327,yanbu,24.0891,38.0637,22.02,68,0,1.03,SA,1712965217
328,kampong cham,11.9934,105.4635,28.32,70,100,3.97,KH,1712965289
329,vadso,70.0744,29.7487,1.09,75,100,5.66,NO,1712964888
330,pangani,-5.4333,38.9667,25.35,89,63,4.01,TZ,1712965289
331,minas de marcona,-15.2119,-75.1103,17.4,82,64,6.08,PE,1712964883
332,labrador city,52.9463,-66.9114,2.88,91,100,1.34,CA,1712964876
333,nusaybin,37.0778,41.2178,14.33,69,51,1.74,TR,1712965289
334,hanceville,34.0607,-86.7675,19.23,63,0,3.16,US,1712965289
335,ola,59.5833,151.2833,-2.55,86,25,0.41,RU,1712965289
336,greymouth,-42.4667,171.2,16.03,74,97,3.21,NZ,1712964881
337,campoverde,-8.4753,-74.8058,30.83,63,60,0.81,PE,1712964888
338,horta,38.5333,-28.6333,15.57,87,100,8.49,PT,1712965289
339,nacala,-14.5428,40.6728,24.95,83,100,5.23,MZ,1712965289
340,necochea,-38.5473,-58.7368,12.5,90,100,3.14,AR,1712965289
341,baiquan,47.5833,126.0833,14.82,46,76,2.63,CN,1712965289
342,shingu,33.7333,135.9833,18.0,63,98,1.3,JP,1712965289
343,malchin,53.7333,12.7833,14.28,82,100,4.96,DE,1712965290
344,wynyard,-41.0,145.7167,16.77,67,44,4.25,AU,1712964894
345,changping,40.2186,116.2197,14.8,55,65,1.65,CN,1712965290
346,cherdyn',60.403,56.4787,2.22,96,91,2.97,RU,1712965290
347,kalemie,-5.9475,29.1947,23.6,86,93,1.26,CD,1712965290
348,jutai,-5.1833,-68.9,24.31,97,87,1.4,BR,1712965290
349,panama city beach,30.1766,-85.8055,22.01,62,0,2.24,US,1712965026
350,tapes,-30.6733,-51.3958,20.5,92,100,8.82,BR,1712965290
351,badger,64.8,-147.5333,4.43,71,75,5.66,US,1712964892
352,tumayr,25.7039,45.868,21.74,38,50,2.97,SA,1712965290
353,ar ruways,24.1103,52.7306,24.43,59,100,5.65,AE,1712965290
354,malvan,16.0667,73.4667,25.68,74,26,4.01,IN,1712964861
355,akhalk'alak'i,41.4051,43.4863,5.44,90,20,0.58,GE,1712965290
356,imbituba,-28.24,-48.6703,24.92,89,100,5.89,BR,1712965290
357,tindouf,27.6711,-8.1474,21.64,15,0,5.89,DZ,1712965290
358,sorong,-0.8833,131.25,27.95,78,81,0.69,ID,1712965290
359,mutoko,-17.397,32.2268,15.03,81,100,1.46,ZW,1712965290
360,natal,-5.795,-35.2094,28.36,89,40,2.57,BR,1712964723
361,suva,-18.1416,178.4415,30.71,70,20,2.57,FJ,1712965291
362,bowen,-20.0167,148.2333,26.32,68,64,8.71,AU,1712965291
363,tilcara,-23.5776,-65.3509,10.77,70,83,0.8,AR,1712965291
364,kievka,50.2619,71.5514,2.53,60,14,4.86,KZ,1712965291
365,elizabethtown,37.694,-85.8591,16.99,44,75,8.23,US,1712965138
366,ciudad bolivar,8.1222,-63.5497,31.76,44,100,5.98,VE,1712965291
367,touros,-5.1989,-35.4608,26.95,85,43,3.67,BR,1712964796
368,stephenville,32.2207,-98.2023,25.07,45,0,4.63,US,1712965291
369,coro,11.4045,-69.6734,26.53,83,92,7.8,VE,1712965018
370,mathis,28.0945,-97.828,26.18,64,96,6.26,US,1712965291
371,tidjikja,18.5564,-11.4271,30.73,10,22,7.49,MR,1712965291
372,lashio,22.9333,97.75,20.33,39,72,0.59,MM,1712965291
373,upata,8.0086,-62.3989,28.44,62,98,3.81,VE,1712964886
374,raduzhny,62.0961,77.475,-0.97,97,100,4.71,RU,1712965291
375,argungu,12.7433,4.5269,32.55,17,88,1.85,NG,1712965291
376,madalena,41.2162,-8.3345,18.08,75,82,1.07,PT,1712965291
377,balabac,7.9868,117.0645,29.07,73,88,5.36,PH,1712964870
378,evanston,42.0411,-87.6901,14.16,60,75,6.17,US,1712965291
379,prachuap khiri khan,12.2167,99.75,25.55,76,84,0.94,TH,1712965291
380,zaragoza,41.6561,-0.8773,17.79,49,0,2.06,ES,1712965137
381,udon thani,17.3333,102.8333,31.01,78,0,0.51,TH,1712965292
382,posto fiscal rolim de moura,-13.0833,-62.2667,24.32,93,99,0.7,BR,1712965292
383,holualoa,19.6228,-155.9522,24.91,94,75,4.12,US,1712964879
384,songkhla,6.8333,100.6667,24.03,87,88,0.53,TH,1712965292
385,bereznik,62.8551,42.7072,-3.83,86,93,3.45,RU,1712965292
386,lerwick,60.1545,-1.1494,10.0,81,78,16.47,GB,1712964878
387,olimpia,-20.7372,-48.9147,22.7,86,63,1.86,BR,1712965292
388,biala podlaska,52.0324,23.1165,12.48,81,100,4.58,PL,1712965292
389,iskateley,67.6803,53.1512,-16.1,92,92,6.71,RU,1712964859
390,cleveland,41.4995,-81.6954,10.86,88,100,16.46,US,1712965163
391,san luis de la loma,17.2706,-100.8939,30.57,52,6,5.12,MX,1712964860
392,bochum,51.4833,7.2167,16.32,83,100,0.45,DE,1712965292
393,suoyarvi,62.0833,32.35,-2.82,96,69,1.08,RU,1712965292
394,porto novo,6.4965,2.6036,29.9,80,100,3.6,BJ,1712965292
395,mount isa,-20.7333,139.5,22.87,38,13,0.51,AU,1712964869
396,shahrak,34.1074,64.3052,3.92,93,99,3.04,AF,1712965292
397,east ballina,-28.8667,153.5833,22.67,70,14,0.85,AU,1712965292
398,atar,20.5169,-13.0499,31.19,10,0,4.34,MR,1712965292
399,oswego,43.4501,-76.1497,12.97,82,100,1.34,US,1712965196
400,medenine,33.355,10.5055,17.35,75,100,10.72,TN,1712965293
401,ilheus,-14.7889,-39.0494,27.9,74,40,5.14,BR,1712965154
402,masterton,-40.9597,175.6575,15.06,61,51,4.23,NZ,1712965293
403,podporozh'ye,60.9112,34.1706,2.68,87,100,1.46,RU,1712965293
404,laojunmiao,39.8333,97.7333,5.19,42,48,3.55,CN,1712964873
405,polyarnyy,69.1989,33.4478,-6.43,92,94,3.9,RU,1712965293
406,opuwo,-18.0607,13.84,23.28,51,82,1.03,NA,1712965293
407,coquimbo,-29.9533,-71.3436,14.85,82,20,4.12,CL,1712965008
408,errachidia,31.9275,-4.4285,16.03,18,0,3.09,MA,1712964876
409,ashland,40.8167,-82.2665,10.59,86,100,11.15,US,1712965293
410,lospalos,-8.5186,127.0025,24.39,76,93,2.44,TL,1712965293
411,nshamba,-1.7983,31.5511,18.01,92,100,2.32,TZ,1712965293
412,bianzhuang,34.8486,118.0447,14.27,92,60,4.31,CN,1712965293
413,bandarbeyla,9.4942,50.8122,28.25,81,100,3.52,SO,1712964884
414,soderhamn,61.3037,17.0592,6.09,95,25,2.06,SE,1712965293
415,kingston,17.997,-76.7936,30.53,70,20,5.66,JM,1712965008
416,loango,-4.6719,11.8312,26.81,89,75,2.57,CG,1712965294
417,saudarkrokur,65.7461,-19.6394,-3.7,83,99,3.26,IS,1712965294
418,talcahuano,-36.7167,-73.1167,12.82,88,0,3.09,CL,1712965215
419,zyryanskoye,56.8306,86.6258,-2.65,79,100,7.74,RU,1712965294
420,saldanha,-33.0117,17.9442,13.03,69,3,5.52,ZA,1712964858
421,de witt,41.8234,-90.5382,17.74,36,0,10.8,US,1712965294
422,haiku-pauwela,20.9219,-156.3051,27.5,73,75,2.57,US,1712964874
423,sarangani,5.4033,125.4636,27.42,78,8,7.88,PH,1712965294
424,morant bay,17.8815,-76.4093,30.79,77,63,3.29,JM,1712965294
425,chibougamau,49.9168,-74.3659,8.79,100,100,5.14,CA,1712964739
426,labasa,-16.4167,179.3833,31.11,57,83,1.26,FJ,1712965294
427,dum duma,27.5667,95.5667,19.88,61,98,1.5,IN,1712965294
428,quilmana,-12.95,-76.3833,21.33,83,28,1.79,PE,1712965294
429,margate,51.3813,1.3862,13.26,78,100,1.79,GB,1712965294
430,east london,-33.0153,27.9116,14.98,71,38,3.2,ZA,1712964607
431,lawas,13.764,121.0566,29.01,68,23,4.69,PH,1712965294
432,dzuunmod,48.2199,97.3744,-5.35,93,100,3.05,MN,1712965294
433,ilave,-16.0833,-69.6667,7.52,87,83,2.62,PE,1712965295
434,kavarna,43.4333,28.3333,12.38,66,8,4.32,BG,1712965295
435,acapulco de juarez,16.8634,-99.8901,28.9,74,40,3.6,MX,1712964774
436,luderitz,-26.6481,15.1594,19.24,55,0,1.91,NA,1712964863
437,palmas,-10.2128,-48.3603,27.93,83,40,3.09,BR,1712965103
438,revda,56.801,59.9303,6.37,88,99,4.28,RU,1712965295
439,new norfolk,-42.7826,147.0587,18.17,81,100,1.44,AU,1712964873
440,kasane,-17.8167,25.15,18.14,83,96,3.26,BW,1712965295
441,tazovsky,67.4667,78.7,-8.02,94,100,9.71,RU,1712964866
442,lompoc,34.6391,-120.4579,18.66,64,100,8.23,US,1712964895
443,nuuk,64.1835,-51.7216,-2.66,80,100,4.63,GL,1712964863
444,cromwell,41.5951,-72.6454,15.58,69,51,4.71,US,1712965207
445,heroica matamoros,25.8833,-97.5,26.97,41,0,7.72,MX,1712965030
446,yallahs,17.8748,-76.5624,30.85,70,67,4.29,JM,1712965295
447,paoua,7.2427,16.4406,29.05,43,98,1.71,CF,1712965295
448,gillette,44.2911,-105.5022,23.7,18,0,5.66,US,1712965295
449,ban mai,7.2041,100.5451,24.05,75,98,4.01,TH,1712965295
450,sittwe,20.15,92.9,26.43,47,58,2.37,MM,1712965296
451,sinop,41.7711,34.8709,9.45,89,11,1.83,TR,1712964890
452,heroica caborca,30.7167,-112.15,28.71,14,0,10.1,MX,1712965069
453,saint-pierre,-21.3393,55.4781,25.82,83,75,1.03,RE,1712964868
454,madison,34.7334,-86.5667,18.64,32,0,6.69,US,1712965296
455,mount gambier,-37.8333,140.7667,15.96,58,50,1.99,AU,1712964890
456,conceicao da barra,-18.5933,-39.7322,24.31,89,32,2.98,BR,1712965296
457,gutao,37.2025,112.1781,17.99,39,1,1.63,CN,1712965296
458,mahina,-17.5065,-149.489,31.87,66,75,4.63,PF,1712965296
459,kununurra,-15.7667,128.7333,26.99,44,100,3.09,AU,1712964626
460,wotho,10.1657,166.0102,27.31,76,97,7.46,MH,1712965296
461,zeya,53.75,127.2667,3.6,77,39,1.46,RU,1712964864
462,namtsy,62.7161,129.6658,-14.98,77,5,4.35,RU,1712965296
463,sortavala,61.7053,30.6918,5.01,88,99,5.81,RU,1712965296
464,puerto aysen,-45.4,-72.7,8.11,87,0,1.45,CL,1712965218
465,road town,18.4167,-64.6167,26.02,83,40,6.17,VG,1712965296
466,shalazhi,43.0978,45.3608,11.07,69,23,1.68,RU,1712965296
467,port augusta,-32.5,137.7667,18.05,49,3,2.74,AU,1712964894
468,hasaki,35.7333,140.8333,17.94,71,77,8.76,JP,1712964874
469,fale old settlement,-9.3852,-171.2468,29.91,71,94,3.05,TK,1712964865
470,yichun,47.7,128.9,14.63,62,21,1.69,CN,1712965297
471,ust'-uda,54.1742,103.0304,-3.04,77,100,6.11,RU,1712965297
472,mount pearl,47.5166,-52.7813,4.42,84,100,6.69,CA,1712964879
473,san giorgio di nogaro,45.8336,13.2158,18.36,74,15,0.51,IT,1712965297
474,sulak,43.2734,47.5146,10.2,73,12,4.2,RU,1712964879
475,igrim,63.1906,64.4162,-3.85,84,85,4.6,RU,1712964893
476,south molton,51.0167,-3.8333,10.82,95,100,2.06,GB,1712965297
477,mirnyy,62.5353,113.9611,-16.36,94,100,1.54,RU,1712965297
478,dalandzadgad,43.5708,104.425,12.93,26,85,11.69,MN,1712964888
479,ocean shores,46.9737,-124.1563,18.31,77,40,5.66,US,1712965220
480,villiers,-27.0303,28.6006,11.98,75,36,1.72,ZA,1712965297
481,lalganj,25.8667,85.1833,25.97,25,35,1.46,IN,1712965297
482,altamira,-3.2033,-52.2064,27.05,94,75,2.57,BR,1712965297
483,saal,48.9,11.9333,12.27,75,56,1.37,DE,1712965297
484,tonk,26.1667,75.7833,26.12,43,45,3.29,IN,1712965297
485,rehoboth,-23.3167,17.0833,20.51,41,48,1.44,NA,1712965297
486,vilyuchinsk,52.9306,158.4028,4.15,99,72,2.37,RU,1712964871
487,bratislava,48.1482,17.1067,15.81,67,0,5.14,SK,1712965297
488,hami,42.8,93.45,6.79,29,1,8.76,CN,1712964882
489,rantauprapat,2.1,99.8333,24.31,95,98,0.83,ID,1712965298
490,moose jaw,50.4001,-105.5344,20.15,18,75,7.2,CA,1712964862
491,samtse,26.899,89.0995,23.46,35,100,2.59,BT,1712965298
492,meizhou,24.2977,116.1072,25.71,80,38,0.36,CN,1712965298
493,cedeira,43.6797,-8.0209,16.69,78,29,2.44,ES,1712965298
494,kayangel,8.0823,134.7173,28.33,78,96,7.37,PW,1712964882
495,bangar,16.8936,120.4243,29.29,70,5,2.34,PH,1712965298
496,wajir,1.7471,40.0573,27.28,76,51,4.18,KE,1712965298
497,aden,12.7794,45.0367,27.61,76,60,1.9,YE,1712965298
498,nogliki,51.8333,143.1667,4.08,80,97,2.68,RU,1712964860
499,caruthersville,36.1931,-89.6556,21.99,56,0,3.07,US,1712965298
500,gunnison,38.7,-107.0673,14.47,67,49,3.0,US,1712965298
501,jiaojiang,28.6803,121.4428,17.58,94,100,1.22,CN,1712965298
502,brezina,33.0989,1.2608,10.51,62,34,10.89,DZ,1712965254
503,berdigestyakh,62.0989,126.6992,-16.0,85,16,2.89,RU,1712964881
504,mirpur sakro,24.5474,67.6277,26.15,78,100,3.43,PK,1712965299
505,tabas,33.5959,56.9244,15.19,56,89,4.46,IR,1712965299
506,mukalla,14.5425,49.1242,26.46,81,11,1.67,YE,1712965299
507,arkhangel'sk,64.5401,40.5433,-2.15,68,75,4.0,RU,1712965299
508,el calafate,-50.3408,-72.2768,8.5,77,2,1.31,AR,1712964885
509,arzgir,45.3728,44.2206,14.41,66,75,4.86,RU,1712965299
510,fernley,39.608,-119.2518,21.89,18,80,4.92,US,1712965299
511,alamos,27.0167,-108.9333,27.99,23,100,5.04,MX,1712965299
512,yelizovo,53.1873,158.3805,3.08,70,75,2.0,RU,1712964842
513,gotsucho,35.0,132.2167,18.17,69,83,0.68,JP,1712965299
514,ha'il,27.5219,41.6907,18.01,42,0,3.09,SA,1712965299
515,er regueb,34.8593,9.7865,14.75,79,100,10.35,TN,1712965299
516,quiberon,47.4841,-3.1196,12.78,92,99,3.2,FR,1712965299
517,kem',64.9555,34.5793,-1.11,91,99,1.73,RU,1712965299
518,choibalsan,48.0667,114.5,10.31,53,65,3.36,MN,1712965299
519,helena valley west central,46.6629,-112.0604,23.49,21,20,6.17,US,1712965299
520,luena,-11.7833,19.9167,18.1,100,100,0.51,AO,1712965299
521,farasan,16.7022,42.1183,27.93,78,3,4.04,SA,1712965299
522,vredendal,-31.6683,18.5012,20.66,27,31,3.58,ZA,1712965299
523,vilyuysk,63.7553,121.6247,-17.49,92,80,0.8,RU,1712965300
524,erenhot,43.6475,111.9767,14.9,28,58,5.78,CN,1712965300
525,mar del plata,-38.0023,-57.5575,16.16,85,100,4.12,AR,1712964756
526,kirkwall,58.9848,-2.9587,9.42,81,20,7.72,GB,1712965300
527,solnechnyy,50.7214,136.6319,7.79,98,100,1.8,RU,1712965300
528,boyolangu,-8.1181,111.8935,26.08,88,86,0.81,ID,1712965300
529,cannonvale,-20.2833,148.7,25.66,68,51,8.21,AU,1712965300
530,arpacay,40.8487,43.3291,-0.42,66,0,1.89,TR,1712965300
531,mili,6.0815,171.735,25.6,92,100,4.93,MH,1712965300
532,khabarovsk,48.4808,135.0928,10.89,87,40,5.0,RU,1712965064
533,harstad,68.799,16.5293,4.89,97,100,5.36,NO,1712964867
534,veraval,20.9,70.3667,24.86,83,52,4.59,IN,1712965300
535,saint-georges,12.0564,-61.7485,27.82,78,20,5.14,GD,1712965300
536,bogande,12.9714,-0.1436,33.26,10,91,3.99,BF,1712965300
537,semnan,35.5729,53.3971,6.53,57,50,1.06,IR,1712965300
538,luanda,-8.8368,13.2343,26.0,86,20,2.57,AO,1712964879
539,kourou,5.1552,-52.6478,28.03,86,91,3.64,GF,1712965300
540,kaa-khem,51.6833,94.7333,-1.44,52,42,3.21,RU,1712965300
541,sola,-13.8833,167.55,28.78,77,50,6.45,VU,1712964875
542,waingapu,-9.6567,120.2641,27.08,78,87,2.82,ID,1712964859
543,manismata,-2.4667,111.0333,24.34,97,98,0.98,ID,1712965301
544,nabire,-3.3667,135.4833,24.22,96,100,1.66,ID,1712964877
545,burang,30.25,81.1667,-4.83,80,62,0.59,CN,1712965301
546,mezhdurechenskiy,59.6,65.9333,2.37,94,89,3.61,RU,1712965301
547,belmonte,-15.8631,-38.8828,25.7,86,24,2.93,BR,1712965301
548,yigo village,13.5361,144.8886,28.74,76,75,6.69,GU,1712965301
549,saint croix,17.7397,-64.7388,25.25,90,100,5.14,VI,1712965301
550,mugia,43.1041,-9.2179,14.95,76,92,1.86,ES,1712964893
551,roma,43.2128,-75.4557,11.95,74,100,6.32,US,1712965301
552,wuchang,44.9143,127.15,16.38,54,60,6.25,CN,1712965301
553,ryotsu-minato,38.0833,138.4333,14.67,53,0,2.39,JP,1712965301
554,beni,0.5,29.4667,17.95,99,100,0.88,CD,1712965301
555,daru,-9.0763,143.2092,28.85,62,80,4.03,PG,1712965301
556,arak,34.0917,49.6892,1.42,80,0,5.14,IR,1712965301
557,bull savanna,17.8868,-77.5902,25.38,82,57,3.41,JM,1712965301
558,kapoeta,4.7717,33.5903,28.0,57,96,4.58,SS,1712965301
559,faaa,-17.55,-149.6,31.98,66,75,4.63,PF,1712965301
560,yermakovskoye,53.2831,92.4003,-1.38,74,84,1.97,RU,1712965301
561,port shepstone,-30.7414,30.455,16.15,75,34,3.95,ZA,1712965302
562,magadan,59.5667,150.8,-1.99,89,9,1.12,RU,1712965302
563,tazacorte,28.629,-17.9293,20.54,52,0,3.6,ES,1712965302
564,saint-philippe,-21.3585,55.7679,25.77,86,75,2.81,RE,1712965302
565,santana,-0.0583,-51.1817,27.1,89,75,3.09,BR,1712965302
566,galesong,-5.3166,119.3661,25.01,82,100,1.45,ID,1712964861
567,gebeit,21.0667,36.3167,19.86,37,70,1.72,SD,1712965302
568,kletskaya,49.3145,43.0584,13.14,62,97,3.38,RU,1712965302
569,nagqu,31.5,92.0,-5.24,40,20,1.83,CN,1712964862
570,kencong,-8.2833,113.3667,25.87,86,76,1.02,ID,1712965302
571,kodinsk,58.6881,99.1844,-8.09,91,98,1.26,RU,1712965302
572,hurghada,27.2574,33.8129,23.02,27,0,4.12,EG,1712965302
573,kawambwa,-9.7915,29.0791,17.33,97,88,3.4,ZM,1712965302
574,berezovyy,51.6667,135.7,10.6,73,100,2.15,RU,1712964859
575,tlahualilo de zaragoza,26.1167,-103.45,29.22,18,100,7.55,MX,1712965302
576,isla vista,34.4133,-119.861,17.47,78,100,6.17,US,1712965302
577,mammoth lakes,37.6485,-118.9721,13.4,47,40,5.66,US,1712965302
578,makarov,48.6333,142.8,8.98,62,27,5.15,RU,1712965302
579,parabel',58.6978,81.4825,-0.61,95,100,6.26,RU,1712965302
580,grajau,-5.8194,-46.1386,23.9,96,60,1.22,BR,1712965302
581,basco,20.4487,121.9702,26.7,84,1,4.13,PH,1712965303
582,kavaratti,10.5669,72.642,29.39,68,8,4.29,IN,1712964868
583,buka,40.8108,69.1986,15.99,78,100,1.85,UZ,1712965303
584,novodvinsk,64.4165,40.8122,-2.34,85,43,1.94,RU,1712964878
585,galliano,29.4422,-90.2992,25.0,25,0,0.0,US,1712965303
586,skiathos,39.1623,23.4909,19.98,79,4,4.65,GR,1712965303
587,tomohon,1.3346,124.8392,22.52,73,64,0.74,ID,1712965188
